attribute#1,attribute#2,attribute#3,attribute#4,attribute#5,attribute#6,attribute#7,target
-1.349974039210405,-1.112221667221529,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,5
0.7407549856180171,0.8991013477539304,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,4
0.7407549856180171,-1.112221667221529,-1.284181765568077,-1.2400867413412742,1.0757057484009545,-1.522721681293505,-1.2230567315521552,7
-1.349974039210405,0.8991013477539304,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,8
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,8
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,4
0.7407549856180171,0.8991013477539304,-1.284181765568077,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,8
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,3
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,1.0757057484009545,0.6567188293730282,0.817623560871883,9
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,7
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,4
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,-1.522721681293505,0.817623560871883,9
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,1
-1.349974039210405,0.8991013477539304,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,7
0.7407549856180171,0.8991013477539304,-1.284181765568077,-1.2400867413412742,1.0757057484009545,0.6567188293730282,-1.2230567315521552,1
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,10
0.7407549856180171,-1.112221667221529,-1.284181765568077,-1.2400867413412742,1.0757057484009545,-1.522721681293505,0.817623560871883,3
-1.349974039210405,-1.112221667221529,-1.284181765568077,0.8063952033858559,1.0757057484009545,-1.522721681293505,0.817623560871883,7
0.7407549856180171,0.8991013477539304,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,10
0.7407549856180171,-1.112221667221529,-1.284181765568077,-1.2400867413412742,1.0757057484009545,0.6567188293730282,-1.2230567315521552,6
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,-0.9296222517045283,-1.522721681293505,-1.2230567315521552,6
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,-1.522721681293505,-1.2230567315521552,3
0.7407549856180171,-1.112221667221529,-1.284181765568077,-1.2400867413412742,1.0757057484009545,0.6567188293730282,0.817623560871883,7
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,1.0757057484009545,0.6567188293730282,0.817623560871883,10
-1.349974039210405,-1.112221667221529,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,2
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,6
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,-1.522721681293505,0.817623560871883,10
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,6
0.7407549856180171,0.8991013477539304,-1.284181765568077,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,9
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,9
0.7407549856180171,0.8991013477539304,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,10
0.7407549856180171,0.8991013477539304,-1.284181765568077,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,6
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,1.0757057484009545,-1.522721681293505,0.817623560871883,3
-1.349974039210405,0.8991013477539304,-1.284181765568077,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,10
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,1.0757057484009545,0.6567188293730282,0.817623560871883,8
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,1
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,10
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,6
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,6
-1.349974039210405,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,4
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,10
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,2
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,6
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,1.0757057484009545,-1.522721681293505,0.817623560871883,3
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,-1.2230567315521552,1
-1.349974039210405,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,5
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,1
0.7407549856180171,-1.112221667221529,-1.284181765568077,-1.2400867413412742,1.0757057484009545,0.6567188293730282,0.817623560871883,2
-1.349974039210405,0.8991013477539304,-1.284181765568077,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,5
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,8
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,1.0757057484009545,0.6567188293730282,-1.2230567315521552,6
0.7407549856180171,0.8991013477539304,-1.284181765568077,-1.2400867413412742,1.0757057484009545,0.6567188293730282,0.817623560871883,9
0.7407549856180171,-1.112221667221529,-1.284181765568077,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,2
-1.349974039210405,0.8991013477539304,0.7787059642274511,-1.2400867413412742,1.0757057484009545,0.6567188293730282,-1.2230567315521552,8
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,1
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,2
-1.349974039210405,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,8
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,1
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,-1.522721681293505,0.817623560871883,4
-1.349974039210405,0.8991013477539304,-1.284181765568077,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,5
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,-1.2230567315521552,4
-1.349974039210405,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,-1.2230567315521552,2
0.7407549856180171,0.8991013477539304,-1.284181765568077,-1.2400867413412742,-0.9296222517045283,-1.522721681293505,-1.2230567315521552,5
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,2
-1.349974039210405,-1.112221667221529,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,3
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,10
-1.349974039210405,0.8991013477539304,0.7787059642274511,-1.2400867413412742,1.0757057484009545,0.6567188293730282,0.817623560871883,1
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,4
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,9
0.7407549856180171,0.8991013477539304,-1.284181765568077,0.8063952033858559,1.0757057484009545,-1.522721681293505,0.817623560871883,7
-1.349974039210405,0.8991013477539304,-1.284181765568077,-1.2400867413412742,1.0757057484009545,0.6567188293730282,-1.2230567315521552,1
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,1
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,3
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,-1.2230567315521552,10
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,-1.522721681293505,0.817623560871883,4
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,5
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,3
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,8
-1.349974039210405,0.8991013477539304,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,10
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,9
0.7407549856180171,0.8991013477539304,-1.284181765568077,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,10
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,6
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,2
-1.349974039210405,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,10
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,8
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,1.0757057484009545,-1.522721681293505,0.817623560871883,1
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,-1.2230567315521552,5
-1.349974039210405,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,8
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,9
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,3
-1.349974039210405,-1.112221667221529,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,-1.2230567315521552,5
0.7407549856180171,-1.112221667221529,-1.284181765568077,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,9
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,7
0.7407549856180171,0.8991013477539304,-1.284181765568077,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,1
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,6
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,-1.2230567315521552,4
-1.349974039210405,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,8
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,1.0757057484009545,0.6567188293730282,0.817623560871883,1
-1.349974039210405,-1.112221667221529,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,4
-1.349974039210405,0.8991013477539304,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,2
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,6
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,-1.2230567315521552,3
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,9
-1.349974039210405,0.8991013477539304,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,6
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,2
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,6
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,-1.522721681293505,-1.2230567315521552,8
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,2
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,4
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,5
-1.349974039210405,0.8991013477539304,-1.284181765568077,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,9
0.7407549856180171,0.8991013477539304,-1.284181765568077,-1.2400867413412742,-0.9296222517045283,-1.522721681293505,0.817623560871883,6
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,-1.2230567315521552,9
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,4
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,1
-1.349974039210405,-1.112221667221529,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,-1.2230567315521552,2
-1.349974039210405,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,4
0.7407549856180171,0.8991013477539304,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,6
-1.349974039210405,0.8991013477539304,-1.284181765568077,0.8063952033858559,1.0757057484009545,0.6567188293730282,-1.2230567315521552,7
0.7407549856180171,-1.112221667221529,-1.284181765568077,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,8
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,1.0757057484009545,-1.522721681293505,-1.2230567315521552,3
-1.349974039210405,0.8991013477539304,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,2
0.7407549856180171,0.8991013477539304,-1.284181765568077,0.8063952033858559,1.0757057484009545,-1.522721681293505,-1.2230567315521552,7
-1.349974039210405,-1.112221667221529,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,9
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,-1.2230567315521552,5
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,1.0757057484009545,0.6567188293730282,-1.2230567315521552,8
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,3
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,-1.2230567315521552,9
0.7407549856180171,0.8991013477539304,-1.284181765568077,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,6
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,8
0.7407549856180171,0.8991013477539304,-1.284181765568077,-1.2400867413412742,1.0757057484009545,-1.522721681293505,0.817623560871883,7
-1.349974039210405,-1.112221667221529,-1.284181765568077,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,2
-1.349974039210405,0.8991013477539304,-1.284181765568077,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,6
-1.349974039210405,0.8991013477539304,-1.284181765568077,-1.2400867413412742,1.0757057484009545,0.6567188293730282,0.817623560871883,1
0.7407549856180171,0.8991013477539304,-1.284181765568077,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,10
-1.349974039210405,0.8991013477539304,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,5
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,8
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,1.0757057484009545,-1.522721681293505,0.817623560871883,1
-1.349974039210405,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,2
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,10
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,-1.522721681293505,-1.2230567315521552,2
0.7407549856180171,-1.112221667221529,-1.284181765568077,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,6
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,10
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,7
0.7407549856180171,-1.112221667221529,-1.284181765568077,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,8
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,6
-1.349974039210405,-1.112221667221529,0.7787059642274511,-1.2400867413412742,1.0757057484009545,0.6567188293730282,0.817623560871883,1
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,-1.522721681293505,0.817623560871883,9
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,4
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,10
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,-1.522721681293505,0.817623560871883,10
-1.349974039210405,0.8991013477539304,-1.284181765568077,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,6
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,3
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,1.0757057484009545,-1.522721681293505,0.817623560871883,9
-1.349974039210405,0.8991013477539304,-1.284181765568077,-1.2400867413412742,1.0757057484009545,0.6567188293730282,-1.2230567315521552,2
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,-1.522721681293505,0.817623560871883,3
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,7
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,-1.522721681293505,-1.2230567315521552,8
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,1.0757057484009545,-1.522721681293505,-1.2230567315521552,5
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,-1.2230567315521552,3
-1.349974039210405,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,10
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,6
0.7407549856180171,0.8991013477539304,-1.284181765568077,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,7
-1.349974039210405,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,5
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,1.0757057484009545,0.6567188293730282,-1.2230567315521552,9
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,3
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,9
-1.349974039210405,-1.112221667221529,0.7787059642274511,-1.2400867413412742,1.0757057484009545,0.6567188293730282,0.817623560871883,2
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,-1.2230567315521552,10
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,8
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,-1.2230567315521552,10
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,4
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,2
0.7407549856180171,-1.112221667221529,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,10
0.7407549856180171,0.8991013477539304,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,7
0.7407549856180171,0.8991013477539304,-1.284181765568077,0.8063952033858559,1.0757057484009545,0.6567188293730282,-1.2230567315521552,6
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,0.817623560871883,9
0.7407549856180171,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,0.817623560871883,10
-1.349974039210405,-1.112221667221529,-1.284181765568077,-1.2400867413412742,-0.9296222517045283,-1.522721681293505,0.817623560871883,7
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,-0.9296222517045283,-1.522721681293505,-1.2230567315521552,8
0.7407549856180171,0.8991013477539304,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,9
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,5
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,-0.9296222517045283,-1.522721681293505,0.817623560871883,5
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,-1.522721681293505,0.817623560871883,3
0.7407549856180171,0.8991013477539304,-1.284181765568077,-1.2400867413412742,1.0757057484009545,0.6567188293730282,-1.2230567315521552,7
0.7407549856180171,0.8991013477539304,0.7787059642274511,-1.2400867413412742,1.0757057484009545,-1.522721681293505,-1.2230567315521552,9
0.7407549856180171,-1.112221667221529,-1.284181765568077,0.8063952033858559,-0.9296222517045283,0.6567188293730282,0.817623560871883,4
-1.349974039210405,-1.112221667221529,0.7787059642274511,-1.2400867413412742,-0.9296222517045283,0.6567188293730282,-1.2230567315521552,2
0.7407549856180171,0.8991013477539304,0.7787059642274511,0.8063952033858559,1.0757057484009545,0.6567188293730282,-1.2230567315521552,7
